codigo_do_usuario,criador,data_recebido,data_de_perda,data_de_ganho,tipo_de_venda,passagem,canal_de_aquisicao,docs_italiano,parente_italiano
1,automacao,2023-01-03,2023-01-09,,retorno,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
2,automacao,2023-01-17,2023-03-14,,1venda - site,nao,indicacao,nenhum e nao sei por onde comecar,nao informado
3,vendedor loja,2023-11-11,2023-11-28,,retorno,nao,remarketing,,nao informado
4,automacao,2023-03-07,2023-03-09,,1venda - site,nao,indicacao,nenhum e nao sei por onde comecar,nao informado
5,automacao,2023-09-22,2023-09-28,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
6,automacao,2023-09-08,2023-09-13,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
7,automacao,2023-03-14,2023-03-14,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8,automacao,2023-09-26,2023-10-14,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
9,automacao,2023-10-10,2023-10-23,,1venda - indicacao,nao,indicacao,,nao informado
10,automacao,2023-02-27,2023-02-28,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
11,automacao,2023-08-01,2023-08-10,,retorno,Sim,outros,algumas certidoes de nascimento/casamento/obito,nao informado
12,automacao,2023-10-01,2023-11-29,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
13,automacao,2023-09-11,2023-10-04,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
14,automacao,2023-10-06,2023-10-23,,retorno,Sim,,,nao informado
15,automacao,2023-02-16,2023-04-14,,retorno,nao,midia paga,,nao informado
16,automacao,2023-12-24,,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
17,automacao,2023-12-06,2023-12-10,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
18,vendedor loja,2023-10-02,2023-10-10,,1venda - indicacao,nao,indicacao,,nao informado
19,automacao,2023-12-26,,,1venda - indicacao,nao,indicacao,,nao informado
20,automacao,2023-07-27,2023-08-11,,retorno,nao,remarketing,,nao informado
21,automacao,2023-07-27,2023-09-12,,1venda - site,Sim,midia organica,,nao informado
22,automacao,2023-01-10,,2023-01-25,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
23,automacao,2023-02-08,2023-03-19,,retorno,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
24,automacao,2023-01-07,2023-01-30,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
25,automacao,2023-11-06,2023-12-06,,retorno,Sim,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
26,automacao,2023-01-07,2023-02-13,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,trisavo
27,automacao,2023-12-01,2023-12-07,,retorno,Sim,remarketing,,nao informado
28,automacao,2023-12-03,2023-12-04,,retorno,nao,remarketing,,nao informado
29,automacao,2023-12-21,2023-12-26,,retorno,Sim,indicacao,"nenhum, mas meu parente ja tirou a cidadania",pentavo
30,automacao,2023-12-06,2023-12-26,,retorno,nao,midia paga,,nao informado
31,automacao,2023-01-21,2023-02-09,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
32,automacao,2023-10-20,2023-10-23,,1venda - indicacao,Sim,indicacao,,tetravo
33,automacao,2023-04-17,2023-05-24,,1venda - site,Sim,midia organica,,nao informado
34,automacao,2023-03-06,2023-03-14,,retorno,nao,parcerias,,nao informado
35,automacao,2023-12-17,,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
36,automacao,2023-03-14,2023-04-17,,retorno,nao,remarketing,,nao informado
37,automacao,2023-12-04,2023-12-08,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
38,automacao,2023-12-14,2023-12-26,,retorno,nao,midia paga,,nao informado
39,automacao,2023-02-03,2023-08-25,,retorno,Sim,midia organica,,nao informado
40,automacao,2023-01-31,2023-03-12,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
41,automacao,2023-03-24,2023-03-27,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
42,automacao,2023-01-11,2023-02-06,,retorno,nao,remarketing,,nao informado
43,automacao,2023-11-29,2023-12-01,,retorno,nao,midia paga,,nao informado
44,automacao,2023-01-19,2023-02-13,,retorno,nao,midia paga,,nao informado
45,automacao,2023-03-21,2023-03-29,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
46,automacao,2023-02-08,2023-03-26,,retorno,nao,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",avo
47,automacao,2023-12-06,2023-12-06,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
48,automacao,2023-02-28,2023-03-13,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
49,automacao,2023-03-09,,2023-03-27,retorno,Sim,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
50,automacao,2023-02-25,2023-04-04,,retorno,Sim,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
51,automacao,2023-01-12,2023-02-02,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
52,automacao,2023-01-17,2023-02-03,,retorno,Sim,remarketing,nenhum e nao sei por onde comecar,nao informado
53,automacao,2023-12-01,2023-12-04,,retorno,nao,remarketing,,nao informado
54,automacao,2023-03-13,2023-03-21,,retorno,nao,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
55,automacao,2023-02-08,2023-03-12,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,bisavo
56,automacao,2023-01-16,2023-04-04,,retorno,nao,midia paga,,nao informado
57,automacao,2023-12-04,2023-12-08,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
58,automacao,2023-06-22,2023-12-08,,retorno,Sim,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
59,automacao,2023-12-21,,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
60,automacao,2023-02-28,2023-03-08,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
61,automacao,2023-03-14,2023-04-03,,retorno,Sim,midia organica,algumas certidoes de nascimento/casamento/obito,nao informado
62,automacao,2023-12-04,2023-12-09,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
63,automacao,2023-02-06,2023-04-04,,retorno,Sim,remarketing,nenhum e nao sei por onde comecar,nao informado
64,automacao,2023-10-10,2023-11-10,,1venda - site,Sim,midia organica,,bisavo
65,automacao,2023-03-03,2023-03-13,,retorno,Sim,midia paga,,nao informado
66,automacao,2023-03-26,2023-04-14,,retorno,Sim,midia organica,algumas certidoes de nascimento/casamento/obito,bisavo
67,automacao,2023-11-14,2023-11-22,,1venda - site,Sim,remarketing,nenhum e nao sei por onde comecar,trisavo
68,automacao,2023-02-28,2023-03-22,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
69,automacao,2023-02-13,2023-02-17,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
70,automacao,2023-03-07,2023-04-04,,retorno,nao,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
71,automacao,2023-01-17,2023-01-20,,retorno,nao,midia organica,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
72,automacao,2023-12-01,,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
73,automacao,2023-02-06,2023-02-15,,retorno,nao,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
74,automacao,2023-06-19,2023-06-28,,retorno,nao,,"nenhum, mas sei onde obter documentos",nao informado
75,automacao,2023-01-27,2023-02-10,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
76,automacao,2023-11-30,2023-12-05,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
77,automacao,2023-02-06,2023-02-10,,retorno,nao,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
78,automacao,2023-12-05,2023-12-10,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
79,automacao,2023-11-18,2023-11-28,,retorno,nao,parcerias,algumas certidoes de nascimento/casamento/obito,nao informado
80,vendedor loja,2023-11-30,2023-12-10,,retorno,Sim,,algumas certidoes de nascimento/casamento/obito,trisavo
81,automacao,2023-02-03,2023-03-14,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
82,automacao,2023-02-16,2023-02-23,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
83,automacao,2023-03-20,2023-04-04,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
84,automacao,2023-12-25,,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
85,automacao,2023-01-17,2023-04-15,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
86,automacao,2023-02-02,2023-02-02,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
87,automacao,2023-02-01,2023-02-01,,retorno,nao,midia organica,tenho todos os documentos,nao informado
88,automacao,2023-11-18,,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
89,automacao,2023-12-20,2023-12-27,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
90,automacao,2023-01-17,2023-01-31,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
91,automacao,2023-03-03,2023-03-13,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
92,automacao,2023-11-23,,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
93,automacao,2023-01-17,2023-02-20,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
94,automacao,2023-02-24,2023-03-06,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
95,automacao,2023-01-05,2023-02-13,,1venda - site,nao,indicacao,nenhum e nao sei por onde comecar,nao informado
96,automacao,2023-03-08,2023-03-20,,retorno,nao,indicacao,,nao informado
97,automacao,2023-12-02,2023-12-21,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
98,automacao,2023-01-16,2023-01-25,,retorno,nao,midia organica,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
99,automacao,2023-07-31,2023-09-12,,retorno,Sim,midia paga,"nenhum, mas sei onde obter documentos",nao informado
100,automacao,2023-09-19,2023-09-27,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,trisavo
101,automacao,2023-08-25,2023-08-31,,retorno,nao,remarketing,tenho todos os documentos,nao informado
102,automacao,2023-06-05,2023-06-18,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
103,automacao,2023-06-26,2023-07-04,,retorno,nao,,tenho todos os documentos,nao informado
104,automacao,2023-09-14,2023-11-24,,retorno,Sim,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
105,automacao,2023-01-30,2023-03-08,,retorno,Sim,redes sociais,nenhum e nao sei por onde comecar,nao informado
106,automacao,2023-09-30,2023-10-25,,retorno,nao,parcerias,tenho todos os documentos,nao informado
107,automacao,2023-11-22,2023-12-01,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
108,automacao,2023-11-22,2023-11-30,,retorno,Sim,midia organica,"nenhum, mas sei onde obter documentos",nao informado
109,automacao,2023-10-12,2023-10-23,,retorno,nao,remarketing,"nenhum, mas sei onde obter documentos",nao informado
110,automacao,2023-12-01,2023-12-11,,retorno,nao,,"nenhum, mas sei onde obter documentos",nao informado
111,automacao,2023-09-07,2023-09-13,,retorno,Sim,midia organica,nenhum e nao sei por onde comecar,nao informado
112,automacao,2023-10-18,2023-11-27,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
113,automacao,2023-02-19,2023-03-06,,retorno,nao,,"nenhum, mas sei onde obter documentos",nao informado
114,automacao,2023-12-12,2023-12-26,,retorno,nao,midia paga,tenho todos os documentos,nao informado
115,automacao,2023-12-25,,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
116,automacao,2023-06-21,2023-06-26,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,bisavo
117,automacao,2023-10-03,2023-10-22,,retorno,nao,midia organica,"nenhum, mas sei onde obter documentos",nao informado
118,vendedor loja,2023-12-04,2023-12-19,,retorno,Sim,indicacao,,nao informado
119,automacao,2023-07-26,2023-07-26,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
120,automacao,2023-08-29,2023-09-09,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
121,automacao,2023-07-05,2023-07-05,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
122,automacao,2023-06-25,2023-07-10,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
123,automacao,2023-01-19,2023-02-08,,retorno,nao,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
124,automacao,2023-03-03,2023-04-13,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
125,automacao,2023-11-07,2023-11-21,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",bisavo
126,automacao,2023-02-06,,2023-11-07,retorno,Sim,remarketing,nenhum e nao sei por onde comecar,pai
127,automacao,2023-03-16,2023-03-31,,retorno,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
128,automacao,2023-10-26,2023-11-09,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
129,automacao,2023-11-28,2023-12-03,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
130,automacao,2023-02-06,2023-03-20,,retorno,Sim,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
131,automacao,2023-12-11,2023-12-12,,1venda - site,nao,,tenho todos os documentos,nao informado
132,automacao,2023-01-07,2023-01-30,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
133,automacao,2023-11-06,2023-11-21,,retorno,nao,midia paga,"nenhum, mas sei onde obter documentos",nao informado
134,vendedor loja,2023-12-13,2023-12-20,,retorno,Sim,midia paga,"nenhum, mas sei onde obter documentos",nao informado
135,automacao,2023-06-20,2023-07-11,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
136,automacao,2023-12-28,,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
137,automacao,2023-06-11,2023-06-19,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
138,automacao,2023-05-12,2023-05-18,,retorno,nao,midia paga,tenho todos os documentos,nao informado
139,automacao,2023-10-12,2023-10-19,,retorno,nao,midia organica,"nenhum, mas sei onde obter documentos",nao informado
140,automacao,2023-02-22,2023-03-06,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
141,automacao,2023-05-06,2023-06-27,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
142,automacao,2023-09-01,2023-09-20,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
143,automacao,2023-09-19,2023-12-05,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
144,automacao,2023-03-13,2023-03-15,,retorno,nao,midia paga,tenho todos os documentos,nao informado
145,automacao,2023-06-26,2023-07-10,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
146,automacao,2023-09-28,2023-10-26,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
147,automacao,2023-02-11,2023-03-07,,retorno,Sim,,tenho todos os documentos,nao informado
148,automacao,2023-08-15,2023-08-19,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
149,automacao,2023-06-23,2023-06-26,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
150,automacao,2023-10-11,2023-10-31,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
151,automacao,2023-06-20,2023-07-03,,retorno,nao,remarketing,tenho todos os documentos,nao informado
152,automacao,2023-03-13,2023-03-23,,retorno,nao,,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
153,automacao,2023-08-24,2023-09-18,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
154,automacao,2023-11-02,,,retorno,nao,midia paga,tenho todos os documentos,nao informado
155,automacao,2023-11-08,2023-11-21,,retorno,nao,remarketing,tenho todos os documentos,nao informado
156,automacao,2023-01-14,2023-02-14,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
157,automacao,2023-11-15,2023-11-18,,retorno,nao,,"nenhum, mas meu parente ja tirou a cidadania",nao informado
158,automacao,2023-01-10,2023-01-14,,retorno,nao,remarketing,nenhum e nao sei por onde comecar,nao informado
159,automacao,2023-01-26,2023-02-24,,retorno,nao,midia organica,"nenhum, mas meu parente ja tirou a cidadania",nao informado
160,automacao,2023-08-01,2023-10-01,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
161,automacao,2023-04-03,,,retorno,Sim,parcerias,algumas certidoes de nascimento/casamento/obito,nao informado
162,automacao,2023-10-12,2023-10-20,,retorno,nao,midia paga,tenho todos os documentos,nao informado
163,automacao,2023-01-17,2023-01-26,,retorno,Sim,remarketing,nenhum e nao sei por onde comecar,nao informado
164,automacao,2023-03-08,2023-03-09,,retorno,nao,,tenho todos os documentos,nao informado
165,automacao,2023-02-08,,2023-02-11,retorno,Sim,remarketing,tenho todos os documentos,nao informado
166,automacao,2023-02-23,2023-03-12,,retorno,nao,,algumas certidoes de nascimento/casamento/obito,nao informado
167,automacao,2023-02-06,2023-03-12,,retorno,nao,remarketing,tenho todos os documentos,nao informado
168,automacao,2023-09-15,2023-09-27,,retorno,nao,remarketing,tenho todos os documentos,nao informado
169,automacao,2023-11-19,2023-11-29,,retorno,nao,midia paga,tenho todos os documentos,nao informado
170,automacao,2023-09-21,2023-09-25,,retorno,nao,remarketing,tenho todos os documentos,nao informado
171,automacao,2023-07-01,2023-12-05,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
172,automacao,2023-02-07,2023-03-20,,retorno,nao,remarketing,tenho todos os documentos,nao informado
173,automacao,2023-08-09,2023-12-22,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
174,automacao,2023-11-25,2023-12-02,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
175,automacao,2023-07-20,2023-07-21,,retorno,nao,redes sociais,"nenhum, mas meu parente ja tirou a cidadania",nao informado
176,vendedor loja,2023-01-09,2023-03-14,,retorno,Sim,redes sociais,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
177,automacao,2023-09-23,2023-09-29,,retorno,nao,remarketing,tenho todos os documentos,nao informado
178,automacao,2023-10-18,,2023-10-26,retorno,Sim,,,nao informado
179,automacao,2023-12-18,,,retorno,Sim,midia paga,"nenhum, mas sei onde obter documentos",nao informado
180,automacao,2023-01-11,2023-01-30,,retorno,nao,remarketing,tenho todos os documentos,nao informado
181,automacao,2023-01-12,2023-02-07,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
182,automacao,2023-10-03,2023-11-04,,retorno,nao,remarketing,tenho todos os documentos,nao informado
183,automacao,2023-08-31,2023-09-16,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
184,automacao,2023-09-27,2023-11-08,,retorno,Sim,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
185,automacao,2023-11-10,2023-11-25,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
186,automacao,2023-05-05,,2023-05-10,retorno,Sim,midia paga,,nao informado
187,automacao,2023-12-03,2023-12-12,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
188,automacao,2023-06-26,2023-08-28,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
189,automacao,2023-05-15,,2023-11-23,1venda - site,Sim,midia organica,tenho todos os documentos,nao informado
190,automacao,2023-08-30,2023-11-11,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
191,automacao,2023-05-25,2023-06-27,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
192,vendedor loja,2023-08-15,,2023-09-06,retorno,Sim,remarketing,,bisavo
193,automacao,2023-06-26,2023-08-28,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
194,automacao,2023-02-06,2023-02-14,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
195,automacao,2023-12-03,2023-12-05,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
196,automacao,2023-12-01,2023-12-12,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
197,automacao,2023-10-23,2023-10-30,,retorno,Sim,remarketing,nenhum e nao sei por onde comecar,nao informado
198,automacao,2023-09-30,2023-11-04,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
199,automacao,2023-11-21,2023-12-07,,retorno,nao,midia paga,tenho todos os documentos,nao informado
200,automacao,2023-01-31,2023-02-20,,retorno,nao,remarketing,tenho todos os documentos,nao informado
201,automacao,2023-11-23,2023-12-05,,retorno,nao,redes sociais,tenho todos os documentos,nao informado
202,automacao,2023-12-09,,,retorno,nao,midia paga,tenho todos os documentos,nao informado
203,automacao,2023-06-26,2023-08-10,,retorno,Sim,midia organica,algumas certidoes de nascimento/casamento/obito,nao informado
204,automacao,2023-01-26,2023-07-26,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
205,automacao,2023-11-27,2023-12-05,,retorno,nao,midia paga,tenho todos os documentos,nao informado
206,automacao,2023-05-25,2023-06-05,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
207,automacao,2023-04-16,2023-04-25,,retorno,nao,remarketing,tenho todos os documentos,nao informado
208,automacao,2023-10-11,2023-10-15,,retorno,nao,midia organica,"nenhum, mas meu parente ja tirou a cidadania",nao informado
209,automacao,2023-02-02,2023-02-14,,retorno,nao,midia organica,tenho todos os documentos,nao informado
210,automacao,2023-01-31,2023-03-13,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
211,automacao,2023-03-13,2023-03-25,,retorno,nao,midia paga,tenho todos os documentos,nao informado
212,automacao,2023-08-22,2023-11-04,,1venda - site,Sim,midia organica,tenho todos os documentos,nao informado
213,automacao,2023-08-31,2023-09-12,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
214,automacao,2023-07-20,2023-07-22,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
215,vendedor loja,2023-07-04,2023-07-21,,retorno,Sim,midia paga,,nao informado
216,automacao,2023-01-17,2023-03-14,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
217,automacao,2023-11-28,2023-12-11,,retorno,nao,midia organica,algumas certidoes de nascimento/casamento/obito,nao informado
218,automacao,2023-09-12,2023-09-20,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
219,automacao,2023-12-03,2023-12-05,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
220,automacao,2023-09-04,2023-09-21,,retorno,nao,,tenho todos os documentos,nao informado
221,automacao,2023-04-16,2023-04-20,,retorno,nao,midia paga,tenho todos os documentos,nao informado
222,automacao,2023-11-24,2023-12-04,,retorno,Sim,midia paga,"nenhum, mas sei onde obter documentos",nao informado
223,automacao,2023-02-21,2023-04-23,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
224,automacao,2023-06-26,2023-07-04,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
225,automacao,2023-01-17,2023-02-14,,retorno,nao,remarketing,tenho todos os documentos,nao informado
226,automacao,2023-09-04,2023-09-12,,retorno,nao,,algumas certidoes de nascimento/casamento/obito,nao informado
227,automacao,2023-09-21,2023-10-04,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
228,automacao,2023-09-21,2023-09-22,,retorno,nao,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
229,automacao,2023-08-22,2023-09-01,,retorno,Sim,remarketing,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
230,automacao,2023-05-22,2023-06-15,,retorno,nao,midia paga,tenho todos os documentos,nao informado
231,automacao,2023-06-23,,2023-06-30,retorno,Sim,remarketing,tenho todos os documentos,nao informado
232,automacao,2023-02-01,2023-04-04,,retorno,Sim,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
233,automacao,2023-01-31,2023-02-08,,retorno,Sim,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
234,automacao,2023-01-30,2023-03-13,,retorno,nao,remarketing,tenho todos os documentos,nao informado
235,automacao,2023-03-13,2023-03-30,,retorno,nao,midia paga,tenho todos os documentos,nao informado
236,automacao,2023-09-15,2023-09-23,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
237,automacao,2023-05-31,2023-06-12,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
238,automacao,2023-11-16,2023-12-19,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
239,automacao,2023-06-30,2023-09-07,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
240,vendedor loja,2023-03-08,2023-03-20,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
241,automacao,2023-09-22,2023-10-07,,retorno,nao,remarketing,tenho todos os documentos,nao informado
242,automacao,2023-04-19,2023-05-16,,retorno,nao,remarketing,algumas certidoes de nascimento/casamento/obito,nao informado
243,vendedor loja,2023-03-08,2023-10-27,,retorno,Sim,remarketing,tenho todos os documentos,nao informado
244,automacao,2023-11-10,2023-11-14,,retorno,nao,remarketing,tenho todos os documentos,bisavo
245,automacao,2023-12-05,2023-12-05,,retorno,nao,midia paga,tenho todos os documentos,bisavo
246,automacao,2023-09-12,2023-09-18,,retorno,nao,midia organica,"nenhum, mas sei onde obter documentos",trisavo
247,automacao,2023-01-17,2023-02-02,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",trisavo
248,automacao,2023-05-24,2023-05-29,,retorno,nao,,"nenhum, mas meu parente ja tirou a cidadania",bisavo
249,automacao,2023-11-07,2023-11-11,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",trisavo
250,automacao,2023-04-26,2023-05-04,,retorno,nao,redes sociais,"nenhum, mas meu parente ja tirou a cidadania",bisavo
251,automacao,2023-08-08,2023-11-07,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",trisavo
252,automacao,2023-06-22,2023-07-16,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",bisavo
253,automacao,2023-01-20,,2023-01-25,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,bisavo
254,automacao,2023-01-17,2023-05-29,,retorno,nao,,"nenhum, mas meu parente ja tirou a cidadania",bisavo
255,automacao,2023-02-27,2023-04-04,,retorno,nao,,"nenhum, mas meu parente ja tirou a cidadania",trisavo
256,automacao,2023-07-25,2023-07-28,,retorno,nao,midia paga,"nenhum, mas meu parente ja tirou a cidadania",bisavo
257,automacao,2023-01-17,2023-01-31,,retorno,Sim,,tenho todos os documentos,nao informado
258,automacao,2023-09-20,2023-09-28,,retorno,nao,remarketing,"nenhum, mas meu parente ja tirou a cidadania",nao informado
259,vendedor loja,2023-05-23,2023-09-05,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
