codigo_do_usuario,criador,data_recebido,data_de_perda,data_de_ganho,tipo_de_venda,passagem,canal_de_aquisicao,docs_italiano,parente_italiano
8662,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8663,automacao,2023-04-06,2023-04-06,,1venda - site,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
8664,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8665,automacao,2023-04-06,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8666,automacao,2023-04-06,2023-04-06,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8667,automacao,2023-04-06,2023-08-03,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8668,automacao,2023-04-06,2023-04-06,,1venda - site,nao,parcerias,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8669,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8670,automacao,2023-04-06,2023-04-06,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8671,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8672,automacao,2023-04-06,2023-04-20,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8673,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8674,automacao,2023-04-06,2023-04-17,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8675,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8676,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8677,automacao,2023-04-06,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8678,automacao,2023-04-06,2023-04-06,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8679,vendedor loja,2023-04-06,,,1venda - manual,nao,,,nao informado
8680,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8681,automacao,2023-04-06,2023-04-14,,1venda - site,nao,midia organica,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8682,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8683,automacao,2023-04-06,2023-04-11,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8684,automacao,2023-04-06,,2023-04-20,1venda - site,Sim,midia paga,tenho todos os documentos,nao informado
8685,vendedor loja,2023-04-06,2023-04-25,,1venda - manual,Sim,,,nao informado
8686,automacao,2023-09-27,2023-11-04,,retorno,nao,redes sociais,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8687,automacao,2023-04-06,2023-04-18,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8688,vendedor loja,2023-04-06,2023-04-19,,1venda - manual,nao,,,nao informado
8689,automacao,2023-04-06,2023-04-06,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8690,automacao,2023-04-06,2023-09-07,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8691,automacao,2023-04-06,2023-05-15,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8692,automacao,2023-04-06,2023-04-20,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8693,automacao,2023-04-06,2023-04-17,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8694,automacao,2023-04-06,2023-04-12,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8695,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8696,vendedor loja,2023-04-06,2023-04-19,,1venda - manual,Sim,,,nao informado
8697,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8698,vendedor loja,2023-04-06,2023-04-14,,1venda - manual,Sim,,,trisavo
8699,automacao,2023-04-06,2023-04-08,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8700,vendedor loja,2023-04-06,2023-04-24,,1venda - manual,nao,lojas,,nao informado
8701,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8702,automacao,2023-04-06,2023-05-09,,1venda - site,Sim,midia paga,tenho todos os documentos,nao informado
8703,automacao,2023-04-06,2023-04-28,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8704,automacao,2023-04-06,2023-04-14,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8705,automacao,2023-04-06,2023-04-24,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8706,vendedor loja,2023-04-06,2023-05-24,,1venda - manual,Sim,,,nao informado
8707,automacao,2023-04-06,2023-04-13,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8708,automacao,2023-04-06,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8709,automacao,2023-04-06,2023-04-19,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8710,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8712,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8713,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8714,automacao,2023-04-17,,2023-04-28,retorno,Sim,,nenhum e nao sei por onde comecar,nao informado
8716,automacao,2023-04-06,2023-04-06,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8717,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8718,automacao,2023-04-07,2023-05-19,,retorno,Sim,redes sociais,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8719,automacao,2023-04-07,2023-04-18,,1venda - site,nao,redes sociais,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8720,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8721,automacao,2023-04-07,2023-04-12,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8722,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8723,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8724,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8725,automacao,2023-04-07,2023-04-09,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8726,automacao,2023-04-07,2023-04-14,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8727,automacao,2023-04-07,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8728,automacao,2023-04-07,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8729,automacao,2023-04-07,2023-04-12,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8730,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8731,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8732,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8733,automacao,2023-04-07,2023-04-08,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8734,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8735,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8736,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8737,automacao,2023-04-07,2023-04-14,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8738,automacao,2023-04-07,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8739,automacao,2023-04-07,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8740,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8741,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8742,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8743,automacao,2023-04-07,2023-04-24,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8744,automacao,2023-04-07,2023-07-03,,retorno,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8745,automacao,2023-04-07,2023-04-24,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8746,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8747,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8748,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8749,automacao,2023-04-07,2023-04-07,,1venda - site,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
8750,automacao,2023-04-07,2023-04-07,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8751,automacao,2023-11-16,2023-11-25,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8752,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8753,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8754,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8755,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8756,automacao,2023-04-07,2023-05-29,,1venda - site,nao,redes sociais,nenhum e nao sei por onde comecar,nao informado
8757,automacao,2023-04-07,2023-04-17,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8758,automacao,2023-04-17,2023-04-29,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8759,automacao,2023-04-07,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8760,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8761,automacao,2023-04-07,2023-05-02,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8762,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8763,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8764,vendedor loja,2023-04-07,2023-04-11,,1venda - manual,nao,,,bisavo
8765,vendedor loja,2023-04-07,2023-04-19,,1venda - manual,Sim,,,bisavo
8766,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8767,vendedor loja,2023-04-07,2023-04-13,,1venda - manual,nao,,,nao informado
8768,vendedor loja,2023-04-07,2023-04-13,,1venda - manual,nao,,,nao informado
8769,vendedor loja,2023-04-07,2023-04-13,,1venda - manual,nao,,,nao informado
8770,vendedor loja,2023-04-07,2023-04-13,,1venda - manual,nao,,,nao informado
8771,vendedor loja,2023-04-07,2023-04-13,,1venda - manual,nao,,,nao informado
8772,vendedor loja,2023-04-07,2023-04-13,,1venda - manual,nao,,,nao informado
8773,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8774,automacao,2023-04-07,2023-04-18,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8775,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8776,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8777,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8778,automacao,2023-04-07,2023-04-20,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8779,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8780,automacao,2023-04-07,2023-04-07,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8781,automacao,2023-04-07,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8782,automacao,2023-04-07,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8783,automacao,2023-04-07,2023-04-20,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8784,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8785,automacao,2023-04-08,2023-04-28,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8787,automacao,2023-04-08,2023-04-24,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8788,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8791,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8792,automacao,2023-04-08,2023-04-10,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8793,automacao,2023-04-08,2023-04-26,,1venda - site,Sim,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8795,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8796,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8797,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8798,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8799,automacao,2023-04-08,2023-04-28,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8800,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8801,automacao,2023-04-08,2023-04-24,,1venda - site,nao,redes sociais,algumas certidoes de nascimento/casamento/obito,nao informado
8802,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8803,automacao,2023-04-08,2023-05-02,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8804,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8805,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8806,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8807,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8808,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8809,automacao,2023-04-08,2023-05-02,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8810,automacao,2023-04-08,2023-04-12,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8811,automacao,2023-04-08,2023-04-24,,1venda - site,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8812,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8813,vendedor loja,2023-04-08,,2023-04-14,1venda - manual,Sim,indicacao,,nao informado
8814,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8815,automacao,2023-04-08,2023-04-08,,retorno,nao,parcerias,nenhum e nao sei por onde comecar,nao informado
8816,automacao,2023-04-08,2023-04-08,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8817,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8818,vendedor loja,2023-04-08,2023-04-20,,1venda - manual,Sim,,,nao informado
8819,automacao,2023-04-08,2023-04-10,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8820,automacao,2023-04-08,2023-04-10,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8821,automacao,2023-04-08,2023-04-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8822,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia organica,nenhum e nao sei por onde comecar,nao informado
8823,vendedor loja,2023-04-08,2023-04-25,,1venda - manual,Sim,,,nao informado
8824,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8825,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8826,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8827,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8828,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8829,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8830,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8831,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8832,automacao,2023-04-08,2023-04-15,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8833,automacao,2023-04-08,2023-04-24,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8834,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8835,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8836,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8837,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8838,automacao,2023-04-08,2023-04-15,,retorno,Sim,midia paga,tenho todos os documentos,nao informado
8839,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8840,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia organica,nenhum e nao sei por onde comecar,nao informado
8841,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8842,automacao,2023-04-08,2023-04-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8843,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8844,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8845,automacao,2023-04-08,2023-04-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8846,vendedor loja,2023-04-08,,2023-12-19,1venda - manual,Sim,,,nao informado
8847,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8848,vendedor loja,2023-04-08,2023-04-24,,1venda - manual,nao,,,nao informado
8849,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8850,automacao,2023-04-08,2023-04-20,,1venda - site,Sim,midia organica,nenhum e nao sei por onde comecar,nao informado
8851,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8852,automacao,2023-04-08,2023-04-17,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8853,automacao,2023-04-08,2023-04-25,,1venda - site,Sim,parcerias,nenhum e nao sei por onde comecar,nao informado
8854,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8855,automacao,2023-04-08,2023-04-13,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8856,automacao,2023-04-08,2023-04-19,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8857,automacao,2023-04-08,2023-04-08,,1venda - site,nao,parcerias,nenhum e nao sei por onde comecar,nao informado
8858,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8859,automacao,2023-04-08,2023-04-13,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8860,automacao,2023-04-08,2023-04-08,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8861,automacao,2023-04-08,2023-04-17,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8862,vendedor loja,2023-04-08,2023-04-24,,1venda - manual,nao,,,nao informado
8863,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8864,vendedor loja,2023-04-08,,2023-05-12,1venda - manual,Sim,,,nao informado
8865,automacao,2023-04-08,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8866,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8867,automacao,2023-04-09,2023-04-18,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8868,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8869,automacao,2023-04-09,2023-04-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8870,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8871,automacao,2023-04-09,2023-04-14,,retorno,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8872,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8873,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8874,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8875,automacao,2023-04-09,2023-04-13,,1venda - site,nao,redes sociais,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8876,automacao,2023-04-09,2023-05-02,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8877,automacao,2023-04-08,2023-09-07,,retorno,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8879,automacao,2023-04-08,2023-05-29,,retorno,Sim,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
8880,automacao,2023-04-09,2023-04-10,,1venda - site,nao,midia paga,tenho todos os documentos,nao informado
8881,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8882,automacao,2023-04-09,2023-04-24,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8883,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8884,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8885,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8886,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8888,automacao,2023-04-09,2023-05-02,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8889,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8890,automacao,2023-04-18,2023-04-18,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8891,automacao,2023-04-09,2023-04-21,,1venda - site,Sim,midia paga,nenhum e nao sei por onde comecar,nao informado
8892,automacao,2023-04-09,2023-04-10,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8893,automacao,2023-09-20,2023-10-05,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8894,automacao,2023-04-09,2023-04-13,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8895,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia organica,nenhum e nao sei por onde comecar,nao informado
8896,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8897,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8898,automacao,2023-09-11,2023-10-18,,retorno,Sim,midia paga,"nenhum, mas meu parente ja tirou a cidadania",nao informado
8899,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8900,automacao,2023-04-09,2023-09-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8901,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8902,automacao,2023-05-31,2023-06-03,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8903,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8904,automacao,2023-04-09,2023-04-18,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8905,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8906,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8907,automacao,2023-04-09,2023-09-07,,retorno,nao,midia paga,tenho todos os documentos,nao informado
8908,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8909,automacao,2023-04-09,2023-04-09,,retorno,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8910,automacao,2023-04-09,2023-04-19,,1venda - site,nao,midia paga,"tenho apenas rg, cartao de imigrante ou passaporte",nao informado
8911,automacao,2023-04-09,2023-04-09,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8912,automacao,2023-04-09,2023-05-29,,1venda - site,nao,midia paga,nenhum e nao sei por onde comecar,nao informado
8913,automacao,2023-04-09,2023-04-18,,1venda - site,nao,midia paga,algumas certidoes de nascimento/casamento/obito,nao informado
